"Permis_Numéro","Permis_Date_de_début","Permis_Date_de_fin","Gardien_Territoire_ex_villes","Animal_Type_de_permis","Animal_Nom","Animal_Catégorie_race_primaire_de_chiens","Animal_Race_primaire_des_chiens","Animal_Race_croisé_des_chiens","Animal_Sexe","Animal_Couleur","Animal_Date_de_naissance","Animal_Vaccination","Animal_Stérilisation","Animal_Poids_kg","Animal_Micropuce","Animal_Potentiellement_dangereux"
"65956","2019-10-09","2020-10-09","Saint-Vincent-de-Paul","Chat","Léonis","","","","Mâle","Beige crème","2006-10-08","0","1","4,5","1","0"
"163154","2020-01-09","2021-01-09","Saint-François","Chien","Tora","Chiens de berger","Berger Allemand","","Inconnu","noir et feu","2010-02-17","0","1","45,5","0","0"
"62556","2019-11-28","2020-11-28","Sainte-Rose","Chat","Caramel","","","","Mâle","caramel","2014-01-01","1","1","5,44","0","0"
"67808","2019-08-23","2020-08-23","Fabreville","Chat","Léo","","","Autre","Mâle","tabby brun","2019-05-06","1","1","1,34","1","0"
"172559","2019-03-19","2020-03-19","Saint-Vincent-de-Paul","Chien","Ninja","Chiens de travail","Husky sibérien","","Mâle","blanc gris","2008-01-01","1","0","36","0","0"
"167267","2019-07-23","2020-07-21","Duvernay","Chien","Maya","Chiens de sport","retriever labrador","Autre","Femelle","Noir","2012-06-26","1","1","41,73","1","0"
"177636","2019-12-04","2020-12-04","Laval-Ouest","Chien","Doby","Chiens nains","chihuahua a poil court","","Mâle","Beige","2011-09-06","1","1","14","0","0"
"177182","2019-07-15","2020-07-15","Chomedey","Chien","Athéna","Chiens de berger","Berger Allemand","","Femelle","noir et doré","2018-05-11","0","0","0","0","0"
"174338","2019-10-03","2020-10-03","Duvernay","Chien","Bossy ","Chiens de travail","Boxer","Autre","Femelle","brun blanc ","2012-01-12","0","1","27","1","0"
"60270","2019-05-17","2020-05-16","Saint-François","Chat","Lupin","","","","Mâle","Blanc et beige","2012-08-08","0","1","4,5","1","0"
"168017","2019-07-04","2020-07-04","Laval-Ouest","Chien","Timé","Chiens de travail","schnauzer standard","","Mâle","Ser et poivre","2011-03-31","0","1","18,1","1","0"
"61096","2019-02-07","2020-02-06","Chomedey","Chat","Maggie","","","","Femelle","gris bleu","2013-04-01","1","1","5,89","1","0"
"67261","2019-03-14","2020-03-12","Chomedey","Chat","Maxy","","","","Femelle","Noir","2015-08-11","0","0","0","1","0"
"64775","2019-11-22","2020-11-22","Sainte-Dorothée","Chat","Gizzie","","","","Femelle","gris","2017-03-01","1","1","2","0","0"
"60978","2019-10-09","2020-10-09","Sainte-Rose","Chat","Kiara / Neko","","","Autre","Femelle","Noire","2017-02-01","0","1","5","1","0"
"61442","2019-02-21","2020-02-20","Laval-des-Rapides","Chat","Minuit","","","","Mâle","Noir","2012-10-21","0","1","5","1","0"
"165043","2019-07-18","2020-07-18","Sainte-Rose","Chien","Zoé","Chiens nains","Terrier du Yorkshire","Shih Tzu","Femelle","noir et tan","2014-09-16","0","1","11,33","1","0"
"167996","2019-10-24","2020-10-24","Chomedey","Chien","Lily","Chiens nains","chihuahua a poil court","","Femelle","Blanc","2009-10-18","0","1","1,8","1","0"
"162740","2019-09-19","2020-09-19","Duvernay","Chien","Maggie","Chiens de sport","retriever labrador","Autre","Femelle","Blond","2014-02-08","1","1","27","1","0"
"67377","2019-07-25","2020-07-25","Duvernay","Chat","Simba","","","","Mâle","Brun, noir et blanc","2007-01-01","0","1","4,5","0","0"
"165754","2019-04-28","2020-04-26","Vimont","Chien","Gucci","Chiens nains","Caniche nain","","Femelle","beige","2016-03-05","1","1","5,89","1","0"
"61562","2019-07-04","2020-07-03","Sainte-Dorothée","Chat","Frimousse","","","","Femelle","Tabby","2013-07-16","0","1","0","1","0"
"173644","2019-08-15","2020-08-14","Sainte-Dorothée","Chien","Bambi","Chiens nains","chihuahua a poil court","Autre","Femelle","Beige","2018-12-21","0","1","3","1","0"
"62633","2019-07-30","2020-07-30","Chomedey","Chat","Tequila","","","","Femelle","Tricolore","2005-08-01","1","1","5","0","0"
"66235","2019-12-19","2020-12-19","Duvernay","Chat","Tom-Tom","","","","Mâle","Noir et blanc","2015-05-01","1","1","5","0","0"
"173614","2019-08-07","2020-08-07","Auteuil","Chien","Cadou","Chiens de berger","Berger Allemand","retriever labrador","Mâle","noir","2007-07-09","0","1","43","0","0"
"66610","2019-06-16","2020-06-16","Laval-Ouest","Chat","Lily","","","Autre","Femelle","Tabby","2017-09-01","1","1","0","1","0"
"67495","2019-09-20","2020-09-20","Sainte-Dorothée","Chat","Ti-Mine","","","Autre","Mâle","Gris et blanc ","2017-10-29","1","1","4,5","1","0"
"173850","2019-08-14","2020-08-14","Sainte-Rose","Chien","Mochi","Chiens nains","Terrier du Yorkshire","Autre","Mâle","noir tan","2019-04-01","1","1","1","1","0"
"168562","2019-03-12","2020-03-12","Duvernay","Chien","Aney","Chiens de travail","Husky sibérien","Malamute d'Alaska","Mâle","Gris","2010-03-01","0","0","25,4","1","0"
"68712","2020-01-06","2021-01-06","Vimont","Chat","Missy","","","Autre","Femelle","Calico","2018-04-04","1","1","4","1","0"
"164561","2019-03-12","2020-03-10","Sainte-Rose","Chien","Boby","Chiens nains","Terrier du Yorkshire","Autre","Mâle","brun noir","2006-07-31","0","1","0","1","0"
"65767","2019-10-30","2020-10-30","Duvernay","Chat","Rocket","","","","Mâle","Gris tigré","2017-04-13","0","1","2,32","1","0"
"173433","2019-06-14","2020-06-13","Sainte-Dorothée","Chien","Boris","Chiens nains","Fox terrier miniature","","Mâle","tricolore","2015-06-09","1","1","9","1","0"
"176187","2019-03-02","2020-03-02","Saint-François","Chien","Gypsie","Chiens de berger","Berger des Pyrénées","","Femelle","Blonde","2005-07-27","0","1","10","1","0"
"172715","2019-04-01","2020-03-30","Saint-Vincent-de-Paul","Chien","Belle","Chiens de travail","Bouvier bernois","Berger australien","Femelle","noir/ fauve","2016-11-01","1","0","18","1","0"
"164676","2019-04-30","2020-04-30","Fabreville","Chien","Max","Lévriers et chiens courants","Beagle","Terrier du révérend Russell","Mâle","Noir-blanc","2006-09-01","1","1","16","1","0"
"171859","2019-11-13","2020-11-13","Chomedey","Chien","Mia","Chiens de compagnie","Bichon frisé","","Femelle","blanc","2013-01-01","1","1","3","1","0"
"165148","2019-01-28","2020-01-28","Chomedey","Chien","Django","Chiens de travail","schnauzer standard","","Mâle","poivre sel","2018-01-01","0","1","7","1","0"
"60333","2019-08-30","2020-08-30","Auteuil","Chat","Diego/Boubou","","","Autre","Mâle","Gris","2008-09-01","1","1","3,6","1","0"
"174678","2019-10-29","2020-10-29","Saint-Vincent-de-Paul","Chien","Babette","Chiens de berger","Border Colley","","Femelle","Brun et blanc ","2018-11-02","1","0","15","1","0"
"163282","2019-06-11","2020-06-11","Chomedey","Chien","Lea","Chiens de berger","colley a poil lisse","Husky sibérien","Femelle","Noir et blanche","0000-00-00","0","1","20","1","0"
"174456","2019-10-16","2020-10-16","Laval-des-Rapides","Chien","Jack","Terriers","Terrier du révérend Russell","","Mâle","tant et blanc","2019-03-22","1","1","5,53","1","0"
"64928","2019-08-16","2020-08-16","Pont-Viau","Chat","Prince","","","","Mâle","Tigré taby (Noir)","2008-04-01","0","1","9,1","1","0"
"177914","2020-01-08","2021-01-07","Chomedey","Chien","Marguerite","Chiens de sport","retriever labrador","","Femelle","Noir","2019-06-29","1","0","19","1","0"
"167342","2019-07-04","2020-07-04","Chomedey","Chien","Tobby","Chiens de travail","schnauzer standard","","Mâle","Gris/Noir","2014-03-15","0","1","9,5","1","0"
"67313","2019-02-27","2020-02-26","Auteuil","Chat","Coquette","","","","Femelle","tabby brun","2011-07-16","1","0","3,8","0","0"
"66790","2019-03-25","2020-03-25","Laval-Ouest","Chat","Charlie","","","","Mâle","blanc et gris","2015-01-01","0","1","5,44","1","0"
"62144","2020-01-09","2021-01-09","Fabreville","Chat","Figaro","","","","Mâle","caramel ","2009-10-05","0","1","9,07","0","0"
"177572","2019-11-27","2020-11-27","Chomedey","Chien","Mimi ","Chiens nains","Terrier du Yorkshire","Autre","Femelle","noir et feu ","2011-02-18","0","1","3","1","0"
"175786","2020-01-08","2021-01-08","Sainte-Rose","Chien","Milo","Chiens nains","Caniche nain","","Mâle","roux","2018-09-09","1","0","38","1","0"
"177357","2019-07-03","2020-07-03","Fabreville","Chien","Zaya","Chiens de berger","Berger australien","Autre","Femelle","Blanc et brun (Rouge merle)","2019-03-21","1","0","7","1","0"
"66812","2019-04-05","2020-04-05","Fabreville","Chat","Elmo","","","","Mâle","Gris et Blanc","2013-01-01","0","1","5","0","0"
"167808","2019-05-17","2020-05-16","Sainte-Rose","Chien","Betsy","Chiens de compagnie","Terrier de Boston","Autre","Femelle","Noir/blanc","2007-01-12","1","1","9","0","0"
"175432","2019-12-18","2020-12-18","Laval-des-Rapides","Chien","Rocky","Chiens nains","Terrier du Yorkshire","","Mâle","noir et brun","2009-10-01","0","1","9,07","0","0"
"162714","2019-04-05","2020-04-05","Auteuil","Chien","Mollie","Chiens nains","chihuahua a poil court","","Femelle","Beige tan","2013-05-23","0","1","4","1","0"
"67735","2019-08-16","2020-08-16","Vimont","Chat","Babouchka","","","Autre","Femelle","Tabby","2018-07-01","0","1","34","1","0"
"176828","2019-03-13","2020-03-11","Chomedey","Chien","Eva","Chiens de berger","Berger Allemand","","Femelle","brun et tan","2015-12-07","0","1","34","1","0"
"167062","2019-06-18","2020-06-17","Fabreville","Chien","Lulu","Chiens nains","Bichon maltais","Terrier du Yorkshire","Femelle","gris","2012-01-13","0","1","8,16","0","0"
"163665","2019-03-18","2020-03-18","Chomedey","Chien","Filou","Chiens de travail","Bouvier bernois","Autre","Mâle","noir brun blanc","2009-01-01","0","0","40","1","0"
"68270","2019-11-07","2020-11-07","Auteuil","Chat","Fiou ","","","Autre","Mâle","noire et blanc ","2013-04-21","0","1","0","0","0"
"174903","2019-11-12","2020-11-12","Vimont","Chien","Lucky","Chiens de compagnie","Shih Tzu","Autre","Mâle","Tricolor","2017-05-17","1","1","6","1","0"
"176486","2019-08-29","2020-08-29","Fabreville","Chien","Roxy","","Golden Doodle","","Femelle","blonde","2007-01-01","0","1","36","0","0"
"67239","2019-03-15","2020-03-14","Chomedey","Chat","Henri","","","Autre","Mâle","roux","2017-04-21","0","1","0","1","0"
"162145","2019-05-17","2020-05-16","Sainte-Dorothée","Chien","Kiwi","Chiens de sport","retriever doré","","Femelle","","2011-05-01","0","1","0","0","0"
"160793","2019-10-21","2020-10-20","Sainte-Rose","Chien","Lulu","Chiens de compagnie","Terrier de Boston","Autre","Femelle","noir et blanc","2009-01-10","1","1","6,8","0","0"
"170070","2019-10-02","2020-10-02","Pont-Viau","Chien","Loki","Chiens de compagnie","pinscher allemand","","Mâle","Noir et feu","0000-00-00","0","0","5","1","0"
"67555","2019-04-17","2020-04-17","Laval-des-Rapides","Chat","Saku","","","","Mâle","Roux","2016-08-14","0","1","5","1","0"
"66806","2019-04-05","2020-04-05","Fabreville","Chat","Guizmo","","","","Mâle","Caramel et blanc","2009-01-01","1","1","6,35","1","0"
"160642","2019-03-01","2020-03-01","Saint-Vincent-de-Paul","Chien","Dixie","Chiens de travail","Bouvier bernois","retriever doré","Femelle","noir","2014-11-25","1","1","27,21","0","0"
"170107","2019-12-06","2020-12-06","Vimont","Chien","Milou","Chiens nains","poméranien","chihuahua a poil court","Mâle","blanc","2017-06-04","1","1","3,2","1","0"
"160552","2019-05-12","2020-05-11","Fabreville","Chien","Ti-Lou","Chiens de compagnie","Caniche moyen","Autre","Femelle","Grise","2009-07-01","1","1","7","1","0"
"177669","2019-12-09","2020-12-09","Fabreville","Chien","Max","Chiens de sport","retriever doré","","Mâle","beige","2019-08-13","0","0","0","0","0"
"168087","2019-10-04","2020-10-03","Pont-Viau","Chien","Charly","Chiens de travail","Husky sibérien","rottweiler","Mâle","noir et beige","2015-12-01","0","1","40,8","1","0"
"174080","2019-09-20","2020-09-20","Chomedey","Chien","Bella","Chiens de sport","Épagneul cocker américain","Beagle","Femelle","Noir et blanc","2010-01-11","0","1","15,9","0","0"
"160507","2020-01-07","2021-01-07","Auteuil","Chien","Peewee","Chiens de travail","Boxer","","Mâle","Fauve","2014-09-08","1","1","32,2","1","0"
"62217","2019-09-09","2020-09-08","Chomedey","Chat","Luna","","","","Femelle","Calico","2017-10-10","0","1","0","0","0"
"67483","2019-09-18","2020-09-18","Laval-des-Rapides","Chat","Sky","","","Autre","Inconnu","noir","0000-00-00","0","1","0","1","0"
"168161","2019-07-24","2020-07-24","Chomedey","Chien","Jorjig","Chiens nains","chihuahua a poil court","","Mâle","Caramel","2008-11-01","1","1","5","1","0"
"60396","2019-03-29","2020-03-29","Laval-Ouest","Chat","Merlin (Brody)","","","","Mâle","Roux","2015-03-25","0","1","4,5","1","0"
"173588","2019-07-19","2020-07-19","Fabreville","Chien","Lyly","Terriers","schnauzer nain","","Femelle","gris/charcoal","2014-09-01","0","1","0","1","0"
"164523","2019-05-20","2020-05-18","Fabreville","Chien","Indie","Chiens de sport","retriever doré","Caniche moyen","Femelle","Blanche crème","2008-11-12","1","1","29,48","1","0"
"162580","2019-04-02","2020-03-31","Auteuil","Chien","Sir Wilson","Chiens nains","chihuahua a poil court","","Mâle","gris","2017-03-06","0","1","2,26","1","0"
"173759","2019-08-06","2020-08-06","Duvernay","Chien","Everest","Chiens de travail","Husky sibérien","retriever doré","Femelle","noir et blanc","2019-05-13","1","1","7","1","0"
"176718","2019-03-07","2020-03-07","Fabreville","Chien","Nanuk","Chiens de travail","Husky sibérien","retriever labrador","Femelle","gris blanc","2014-11-07","0","1","0","1","0"
"165288","2019-10-10","2020-10-10","Laval-Ouest","Chien","Shanel","Chiens de sport","retriever doré","Autre","Femelle","Blond","2016-12-28","1","1","30,39","1","0"
"176237","2019-04-12","2020-04-12","Chomedey","Chien","Jack","Chiens nains","Bichon maltais","Autre","Mâle","Blanc","2010-08-12","1","1","0","1","0"
"65256","2019-09-30","2020-09-30","Fabreville","Chat","Zézette","","","","Femelle","Grise","2009-03-10","1","1","5,16","1","0"
"162909","2019-02-27","2020-02-26","Saint-Vincent-de-Paul","Chien","Maggie","Chiens de compagnie","Bichon frisé","","Femelle","Blanc","2009-08-08","1","1","3","1","0"
"172818","2019-05-05","2020-05-04","Vimont","Chien","Max","Indéterminé","Pitbull","","Mâle","brun blanc","2018-05-05","0","0","29","1","0"
"177718","2019-12-13","2020-12-13","Vimont","Chien","Mogador","Chiens de compagnie","Bouledogue français","","Mâle","noir","2019-07-13","0","0","10,5","1","0"
"174629","2019-10-23","2020-10-23","Chomedey","Chien","Hercules","","Inconnu","Autre","Mâle","Noir","2017-11-15","1","1","14","0","0"
"174513","2019-10-11","2020-10-11","Laval-Ouest","Chien","Vagos","Chiens de travail","Grand danois","","Mâle","","0000-00-00","0","0","0","1","0"
"67236","2019-03-15","2020-03-14","Chomedey","Chat","Olive","","","","Femelle","Noire","2015-05-01","0","1","2","0","0"
"62542","2019-09-10","2020-09-10","Laval-des-Rapides","Chat","Zorro","","","","Femelle","blanche et noire","2007-05-01","1","1","0","1","0"
"62689","2019-05-06","2020-05-04","Laval-des-Rapides","Chat","Luna","","","","Femelle","Vison","2010-07-04","1","1","3","1","0"
"173713","2019-08-02","2020-08-02","Duvernay","Chien","Lopez","Chiens de sport","retriever labrador","Bouvier bernois","Femelle","Noir feu blanc","2017-10-07","1","1","32","1","0"
"65101","2019-06-12","2020-06-12","Auteuil","Chat","Marou","","","","Femelle","Tigrée","2015-04-01","0","1","4,1","1","0"
"172836","2019-05-12","2020-05-11","Duvernay","Chien","Biscuit","Chiens nains","Bichon maltais","Terrier du Yorkshire","Mâle","Blanc noir","2019-01-09","0","0","2","1","0"
"167914","2019-11-05","2020-11-05","Auteuil","Chien","Molly","Chiens de travail","Doberman Pinscher","retriever labrador","Inconnu","Noir et brun","2016-11-01","1","1","24","0","0"
"163478","2019-07-12","2020-07-11","Sainte-Rose","Chien","Saphyre","Chiens de sport","retriever doré","Autre","Femelle","Brun","2007-06-24","1","0","34","1","0"
"171538","2019-12-20","2020-12-20","Laval-Ouest","Chien","Taho","Chiens de berger","Berger Allemand","Autre","Mâle","Noir/Tan","2005-10-18","1","1","43","1","0"
"68345","2019-11-04","2020-11-04","Vimont","Chat","Princesse","","","Autre","Femelle","gris noire ","2016-03-27","0","1","0","0","0"
"174591","2019-10-09","2020-10-09","Fabreville","Chien","Joey","Chiens de sport","retriever doré","","Mâle","Blond","2019-08-15","0","0","5","0","0"
"163572","2019-03-18","2020-03-16","Saint-François","Chien","Neptune","Chiens nains","chihuahua a poil court","","Mâle","blanc et brun","2010-12-25","0","1","5","1","0"
"174354","2019-10-02","2020-10-02","Laval-Ouest","Chien","Bizou","Chiens nains","poméranien","Autre","Mâle","blond et brun","2007-09-30","1","1","4","1","0"
"167247","2019-07-09","2020-07-09","Chomedey","Chien","Nikoo","Lévriers et chiens courants","Dachshound teckel nain a poil court","Autre","Mâle","Bringé","2011-05-02","1","1","5,89","1","0"
"67478","2019-09-17","2020-09-17","Sainte-Dorothée","Chat","Toby","","","Autre","Mâle","Roux","2018-07-06","1","1","5","1","0"
"174700","2019-10-30","2020-10-30","Auteuil","Chien","Elsa","Chiens de travail","Husky sibérien","","Femelle","Blanc","2019-06-04","0","0","9","1","0"
"174886","2019-11-11","2020-11-11","Laval-Ouest","Chien","Maggy","Indéterminé","Pitbull","","Femelle","","2011-01-01","0","0","0","0","0"
"165013","2019-05-30","2020-05-30","Laval-Ouest","Chien","Sumo","Chiens de sport","retriever doré","","Mâle","Noir","2009-04-01","1","1","36,3","1","0"
"62902","2019-05-20","2020-05-20","Saint-Vincent-de-Paul","Chat","Piccolo","","","","Mâle","Blanc et gris","2015-04-01","0","1","4,1","0","0"
"67061","2019-06-13","2020-06-13","Chomedey","Chat","Mia","","","Autre","Femelle","brun tabby","2018-11-01","0","0","1","1","0"
"176931","2019-06-07","2020-06-07","Vimont","Chien","Wesley","Chiens de sport","retriever labrador","Autre","Mâle","Noir","2017-11-10","1","1","27","1","0"
"65752","2019-09-18","2020-09-18","Chomedey","Chat","Seneya","","","","Femelle","","2015-07-20","0","1","3","0","0"
"173347","2019-05-30","2020-05-30","Fabreville","Chien","Nicky","Chiens nains","coton de Tuléar","","Femelle","Blanc","2008-06-24","0","1","16","1","0"
"161601","2019-03-20","2020-03-18","Chomedey","Chien","Bengi","Chiens de berger","Berger Allemand","Autre","Mâle","","2008-01-01","1","1","81,64","0","0"
"160808","2019-03-19","2020-03-18","Pont-Viau","Chien","Wyatt Earp","Chiens de berger","Berger Allemand","Autre","Mâle","Noir et feu","2006-02-12","1","1","50","0","0"
"163706","2019-03-15","2020-03-15","Laval-des-Rapides","Chien","Enzo","Terriers","Americain de Staffordshire","Inconnu","Mâle","brun","2014-04-29","0","0","100","0","0"
"177468","2019-09-04","2020-09-04","Fabreville","Chien","Alek","Chiens de berger","Berger Allemand","","Mâle","noir et feu","2019-02-22","0","0","24","1","0"
"172958","2019-05-28","2020-05-28","Fabreville","Chien","Coco (Peco)","Chiens de sport","Épagneul cocker américain","","Mâle","noir et blanc","2010-11-03","0","1","0","1","0"
